"","x"
"2499",10
"2500",10
"2501",14
"2502",2
"2503",15
"2504",10
"2505",10
"2506",10
"2507",4
"2508",1
"2509",10
"2510",2
"2511",10
"2512",6
"2513",8
"2514",10
"2515",2
"2516",10
"2517",12
"2518",1
"2519",10
"2520",8
"2521",10
"2522",4
"2523",3
"2524",3
"2525",14
"2526",10
"2527",10
"2528",3
"2529",13
"2530",12
"2531",12
"2532",1
"2533",2
"2534",14
"2535",1
"2536",10
"2537",1
"2538",10
"2539",1
"2540",13
"2541",1
"2542",4
"2543",12
"2544",4
"2545",10
"2546",6
"2547",8
"2548",8
"2549",13
"2550",4
"2551",10
"2552",8
"2553",14
"2554",10
"2555",13
"2556",15
"2557",10
"2558",12
"2559",3
"2560",10
"2561",15
"2562",10
"2563",10
"2564",10
"2565",15
"2566",15
"2567",10
"2568",10
"2569",8
"2570",2
"2571",10
"2572",2
"2573",10
"2574",1
"2575",13
"2576",1
"2577",12
"2578",12
"2579",13
"2580",1
"2581",5
"2582",10
"2583",10
"2584",8
"2585",15
"2586",13
"2587",3
"2588",10
"2589",8
"2590",1
"2591",8
"2592",10
"2593",3
"2594",10
"2595",8
"2596",3
"2597",2
"2598",10
"2599",1
"2600",10
"2601",15
"2602",4
"2603",14
"2604",7
"2605",1
"2606",8
"2607",7
"2608",10
"2609",8
"2610",14
"2611",1
"2612",1
"2613",10
"2614",10
"2615",10
"2616",10
"2617",10
"2618",3
"2619",10
"2620",1
"2621",10
"2622",10
"2623",8
"2624",10
"2625",8
"2626",10
"2627",9
"2628",8
"2629",1
"2630",8
"2631",13
"2632",10
"2633",1
"2634",7
"2635",15
"2636",8
"2637",14
"2638",1
"2639",14
"2640",10
"2641",14
"2642",8
"2643",14
"2644",15
"2645",1
"2646",3
"2647",1
"2648",1
"2649",13
"2650",10
"2651",1
"2652",1
"2653",14
"2654",3
"2655",10
"2656",1
"2657",1
"2658",2
"2659",14
"2660",10
"2661",15
"2662",3
"2663",10
"2664",8
"2665",8
"2666",4
"2667",1
"2668",15
"2669",15
"2670",1
"2671",1
"2672",3
"2673",4
"2674",10
"2675",1
"2676",10
"2677",1
"2678",1
"2679",8
"2680",1
"2681",10
"2682",10
"2683",1
"2684",1
"2685",6
"2686",13
"2687",8
"2688",2
"2689",10
"2690",8
"2691",10
"2692",1
"2693",14
"2694",13
"2695",2
"2696",12
"2697",10
"2698",10
"2699",1
"2700",3
"2701",8
"2702",14
"2703",4
"2704",1
"2705",14
"2706",10
"2707",6
"2708",8
"2709",10
"2710",10
"2711",10
"2712",10
"2713",8
"2714",15
"2715",13
"2716",10
"2717",14
"2718",13
"2719",8
"2720",15
"2721",10
"2722",7
"2723",3
"2724",8
"2725",3
"2726",10
"2727",3
"2728",15
"2729",3
"2730",14
"2731",14
"2732",5
"2733",5
"2734",15
"2735",8
"2736",13
"2737",1
"2738",1
"2739",10
"2740",8
"2741",1
"2742",2
"2743",10
"2744",9
"2745",15
"2746",10
"2747",8
"2748",1
"2749",15
"2750",1
"2751",8
"2752",9
"2753",5
"2754",8
"2755",3
"2756",10
"2757",10
"2758",10
"2759",3
"2760",10
"2761",1
"2762",15
"2763",1
"2764",2
"2765",14
"2766",10
"2767",1
"2768",12
"2769",12
"2770",6
"2771",2
"2772",10
"2773",10
"2774",4
"2775",1
"2776",4
"2777",1
"2778",5
"2779",14
"2780",8
"2781",8
"2782",10
"2783",14
"2784",15
"2785",14
"2786",14
"2787",8
"2788",8
"2789",1
"2790",14
"2791",3
"2792",2
"2793",10
"2794",10
"2795",9
"2796",10
"2797",5
"2798",10
"2799",10
"2800",1
"2801",8
"2802",4
"2803",6
"2804",12
"2805",13
"2806",14
"2807",10
"2808",10
"2809",2
"2810",1
"2811",2
"2812",14
"2813",4
"2814",10
"2815",14
"2816",15
"2817",1
"2818",10
"2819",4
"2820",8
"2821",1
"2822",1
"2823",8
"2824",12
"2825",10
"2826",13
"2827",10
"2828",10
"2829",14
"2830",1
"2831",4
"2832",10
"2833",14
"2834",1
"2835",15
"2836",10
"2837",9
"2838",10
"2839",14
"2840",1
"2841",3
"2842",14
"2843",8
"2844",4
"2845",13
"2846",9
"2847",8
"2848",12
"2849",8
"2850",8
"2851",4
"2852",10
"2853",14
"2854",12
"2855",10
"2856",9
"2857",10
"2858",4
"2859",1
"2860",1
"2861",10
"2862",10
"2863",10
"2864",9
"2865",4
"2866",13
"2867",3
"2868",14
"2869",10
"2870",14
"2871",10
"2872",12
"2873",1
"2874",10
"2875",15
"2876",10
"2877",10
"2878",1
"2879",4
"2880",3
"2881",1
"2882",1
"2883",3
"2884",1
"2885",14
"2886",12
"2887",10
"2888",10
"2889",10
"2890",12
"2891",8
"2892",1
"2893",1
"2894",10
"2895",1
"2896",15
"2897",1
"2898",8
"2899",10
"2900",8
"2901",13
"2902",15
"2903",10
"2904",1
"2905",1
"2906",9
"2907",14
"2908",3
"2909",14
"2910",1
"2911",4
"2912",10
"2913",1
"2914",8
"2915",1
"2916",13
"2917",10
"2918",10
"2919",13
"2920",1
"2921",13
"2922",10
"2923",4
"2924",2
"2925",10
"2926",1
"2927",1
"2928",4
"2929",13
"2930",3
"2931",10
"2932",6
"2933",10
"2934",5
"2935",2
"2936",8
"2937",9
"2938",4
"2939",5
"2940",14
"2941",1
"2942",13
"2943",14
"2944",14
"2945",2
"2946",4
"2947",10
"2948",10
"2949",12
"2950",1
"2951",4
"2952",2
"2953",10
"2954",3
"2955",4
"2956",10
"2957",4
"2958",8
"2959",10
"2960",14
"2961",10
"2962",5
"2963",3
"2964",14
"2965",1
"2966",10
"2967",14
"2968",10
"2969",10
"2970",14
"2971",1
"2972",6
"2973",12
"2974",10
"2975",11
"2976",10
"2977",1
"2978",8
"2979",1
"2980",12
"2981",15
"2982",14
"2983",14
"2984",8
"2985",3
"2986",3
"2987",6
"2988",10
"2989",2
"2990",12
"2991",10
"2992",15
"2993",10
"2994",1
"2995",10
"2996",8
"2997",10
"2998",7
"2999",15
"3000",10
"3001",4
"3002",3
"3003",8
"3004",14
"3005",14
"3006",10
"3007",1
"3008",8
"3009",10
"3010",1
"3011",8
"3012",14
"3013",4
"3014",8
"3015",12
"3016",1
"3017",9
"3018",8
"3019",9
"3020",10
"3021",13
"3022",15
"3023",1
"3024",10
"3025",8
"3026",10
"3027",10
"3028",12
"3029",1
"3030",15
"3031",1
"3032",10
"3033",8
"3034",4
"3035",13
"3036",8
"3037",8
"3038",1
"3039",2
"3040",10
"3041",10
"3042",1
"3043",14
"3044",7
"3045",12
"3046",1
"3047",10
"3048",8
"3049",1
"3050",14
"3051",8
"3052",3
"3053",10
"3054",12
"3055",12
"3056",11
"3057",1
"3058",10
"3059",10
"3060",3
"3061",8
"3062",7
"3063",10
"3064",9
"3065",10
"3066",8
"3067",9
"3068",10
"3069",10
"3070",10
"3071",8
"3072",8
"3073",3
"3074",3
"3075",10
"3076",14
"3077",15
"3078",10
"3079",12
"3080",10
"3081",1
"3082",10
"3083",10
"3084",12
"3085",1
"3086",1
"3087",15
"3088",12
"3089",14
"3090",5
"3091",9
"3092",10
"3093",12
"3094",15
"3095",1
"3096",9
"3097",10
"3098",14
"3099",13
"3100",10
"3101",1
"3102",10
"3103",12
"3104",10
"3105",10
"3106",10
"3107",3
"3108",10
"3109",15
"3110",1
"3111",3
"3112",4
"3113",1
"3114",1
"3115",14
"3116",13
"3117",10
"3118",1
"3119",8
"3120",10
"3121",7
"3122",1
"3123",1
"3124",11
"3125",15
"3126",1
"3127",3
"3128",4
"3129",14
"3130",8
"3131",13
"3132",9
"3133",13
"3134",14
"3135",10
"3136",9
"3137",10
"3138",10
"3139",8
"3140",1
"3141",4
"3142",12
"3143",14
"3144",10
"3145",2
"3146",12
"3147",1
"3148",9
"3149",1
"3150",1
"3151",10
"3152",13
"3153",14
"3154",2
"3155",3
"3156",1
"3157",10
"3158",10
"3159",1
"3160",10
"3161",10
"3162",14
"3163",3
"3164",12
"3165",10
"3166",1
"3167",10
"3168",14
"3169",10
"3170",10
"3171",1
"3172",4
"3173",10
"3174",10
"3175",9
"3176",8
"3177",10
"3178",8
"3179",1
"3180",8
"3181",10
"3182",10
"3183",8
"3184",10
"3185",3
"3186",2
"3187",14
"3188",1
"3189",15
"3190",4
"3191",4
"3192",10
"3193",12
"3194",6
"3195",3
"3196",10
"3197",10
"3198",10
"3199",10
"3200",14
"3201",10
"3202",10
"3203",10
"3204",14
"3205",8
"3206",12
"3207",6
"3208",10
"3209",10
"3210",1
"3211",10
"3212",10
"3213",1
"3214",10
"3215",10
"3216",8
"3217",10
"3218",9
"3219",13
"3220",9
"3221",4
"3222",10
"3223",10
"3224",12
"3225",1
"3226",10
"3227",9
"3228",1
"3229",4
"3230",14
"3231",10
"3232",1
"3233",8
"3234",3
"3235",4
"3236",4
"3237",6
"3238",3
"3239",6
"3240",1
"3241",12
"3242",3
"3243",10
"3244",1
"3245",10
"3246",4
"3247",3
"3248",10
"3249",14
"3250",1
"3251",10
"3252",7
"3253",10
"3254",10
"3255",1
"3256",12
"3257",1
"3258",12
"3259",8
"3260",12
"3261",14
"3262",1
"3263",10
"3264",8
"3265",4
"3266",15
"3267",12
"3268",10
"3269",10
"3270",14
"3271",10
"3272",9
"3273",12
"3274",1
"3275",2
"3276",12
"3277",4
"3278",1
"3279",12
"3280",8
"3281",13
"3282",12
"3283",10
"3284",1
"3285",4
"3286",10
"3287",10
"3288",14
"3289",9
"3290",13
"3291",5
"3292",14
"3293",3
"3294",10
"3295",8
"3296",6
"3297",3
"3298",10
"3299",7
"3300",6
"3301",1
"3302",1
"3303",4
"3304",1
"3305",10
"3306",8
"3307",12
"3308",1
"3309",10
"3310",3
"3311",13
"3312",12
"3313",8
"3314",10
"3315",12
"3316",10
"3317",3
"3318",13
"3319",1
"3320",1
"3321",1
"3322",1
"3323",15
"3324",10
"3325",4
"3326",10
"3327",4
"3328",1
"3329",10
"3330",13
"3331",4
"3332",8
"3333",14
"3334",1
"3335",10
"3336",9
"3337",1
"3338",8
"3339",13
"3340",1
"3341",12
"3342",8
"3343",10
"3344",10
"3345",1
"3346",8
"3347",10
"3348",10
"3349",9
"3350",1
"3351",10
"3352",10
"3353",14
"3354",10
"3355",10
"3356",4
"3357",1
"3358",13
"3359",6
"3360",4
"3361",9
"3362",10
"3363",13
"3364",15
"3365",15
"3366",10
"3367",10
"3368",15
"3369",10
"3370",14
"3371",10
"3372",6
"3373",9
"3374",4
"3375",6
"3376",12
"3377",10
"3378",10
"3379",10
"3380",14
"3381",10
"3382",12
"3383",3
"3384",6
"3385",5
"3386",10
"3387",15
"3388",8
"3389",10
"3390",10
"3391",10
"3392",14
"3393",13
"3394",2
"3395",3
"3396",1
"3397",10
"3398",3
"3399",10
"3400",3
"3401",10
"3402",10
"3403",12
"3404",1
"3405",14
"3406",12
"3407",10
"3408",14
"3409",1
"3410",10
"3411",4
"3412",1
"3413",3
"3414",15
"3415",9
"3416",15
"3417",8
"3418",10
"3419",2
"3420",1
"3421",10
"3422",1
"3423",12
"3424",12
"3425",10
"3426",10
"3427",10
"3428",10
"3429",6
"3430",3
"3431",13
"3432",10
"3433",13
"3434",10
"3435",6
"3436",7
"3437",10
"3438",10
"3439",14
"3440",10
"3441",10
"3442",2
"3443",4
"3444",10
"3445",5
"3446",14
"3447",10
"3448",14
"3449",10
"3450",10
"3451",13
"3452",8
"3453",10
"3454",14
"3455",10
"3456",3
"3457",8
"3458",10
"3459",10
"3460",12
"3461",10
"3462",10
"3463",1
"3464",1
"3465",6
"3466",5
"3467",8
"3468",3
"3469",10
"3470",10
"3471",12
"3472",13
"3473",2
"3474",8
"3475",8
"3476",2
"3477",8
"3478",10
"3479",10
"3480",12
"3481",1
"3482",7
"3483",13
"3484",1
"3485",15
"3486",14
"3487",1
"3488",14
"3489",14
"3490",1
"3491",6
"3492",9
"3493",10
"3494",1
"3495",12
"3496",15
"3497",7
"3498",8
"3499",12
"3500",13
"3501",12
"3502",8
"3503",1
"3504",13
"3505",13
"3506",2
"3507",10
"3508",10
"3509",6
"3510",1
"3511",1
"3512",1
"3513",14
"3514",8
"3515",10
"3516",1
"3517",10
"3518",3
"3519",8
"3520",8
"3521",10
"3522",10
"3523",1
"3524",8
"3525",10
"3526",1
"3527",9
"3528",15
"3529",1
"3530",13
"3531",1
"3532",3
"3533",1
"3534",12
"3535",8
"3536",10
"3537",10
"3538",10
"3539",12
"3540",10
"3541",8
"3542",1
"3543",8
"3544",10
"3545",10
"3546",10
"3547",10
"3548",7
"3549",8
"3550",14
"3551",8
"3552",10
"3553",1
"3554",12
"3555",8
"3556",10
"3557",10
"3558",13
"3559",10
"3560",11
"3561",13
"3562",15
"3563",10
"3564",10
"3565",10
"3566",10
"3567",14
"3568",1
"3569",6
"3570",10
"3571",1
"3572",15
"3573",3
"3574",15
"3575",10
"3576",13
"3577",10
"3578",8
"3579",8
"3580",14
"3581",15
"3582",1
"3583",3
"3584",8
"3585",1
"3586",14
"3587",10
"3588",10
"3589",9
"3590",2
"3591",10
"3592",1
"3593",1
"3594",1
"3595",9
"3596",10
"3597",5
"3598",1
"3599",10
"3600",10
"3601",1
"3602",10
"3603",10
"3604",12
"3605",10
"3606",13
"3607",14
"3608",14
"3609",10
"3610",5
"3611",14
"3612",1
"3613",10
"3614",3
"3615",1
"3616",3
"3617",2
"3618",8
"3619",10
"3620",4
"3621",14
"3622",4
"3623",10
"3624",8
"3625",4
"3626",10
"3627",13
"3628",1
"3629",8
"3630",10
"3631",3
"3632",10
"3633",8
"3634",10
"3635",8
"3636",3
"3637",10
"3638",10
"3639",10
"3640",8
"3641",10
"3642",14
"3643",15
"3644",10
"3645",1
"3646",14
"3647",4
"3648",3
"3649",10
"3650",3
"3651",9
"3652",10
"3653",10
"3654",3
"3655",1
"3656",12
"3657",4
"3658",8
"3659",4
"3660",3
"3661",3
"3662",12
"3663",3
"3664",10
"3665",10
"3666",13
"3667",2
"3668",3
"3669",10
"3670",8
"3671",4
"3672",1
"3673",3
"3674",10
"3675",1
"3676",6
"3677",12
"3678",13
"3679",10
"3680",14
"3681",10
"3682",12
"3683",8
"3684",14
"3685",4
"3686",10
"3687",9
"3688",11
"3689",8
"3690",11
"3691",14
"3692",15
"3693",10
"3694",14
"3695",1
"3696",12
"3697",10
"3698",13
"3699",10
"3700",1
"3701",10
"3702",13
"3703",8
"3704",12
"3705",10
"3706",10
"3707",10
"3708",7
"3709",12
"3710",12
"3711",10
"3712",1
"3713",1
"3714",8
"3715",15
"3716",9
"3717",14
"3718",3
"3719",10
"3720",12
"3721",6
"3722",10
"3723",13
"3724",10
"3725",10
"3726",14
"3727",15
"3728",10
"3729",8
"3730",8
"3731",10
"3732",10
"3733",1
"3734",15
"3735",6
"3736",1
"3737",12
"3738",11
"3739",10
"3740",10
"3741",8
"3742",6
"3743",10
"3744",1
"3745",6
"3746",3
"3747",3
"3748",1
"3749",15
"3750",5
"3751",10
"3752",10
"3753",3
"3754",6
"3755",10
"3756",1
"3757",3
"3758",10
"3759",3
"3760",14
"3761",15
"3762",4
"3763",10
"3764",8
"3765",12
"3766",10
"3767",13
"3768",14
"3769",1
"3770",9
"3771",1
"3772",2
"3773",10
"3774",12
"3775",3
"3776",3
"3777",12
"3778",13
"3779",6
"3780",12
"3781",10
"3782",6
"3783",14
"3784",10
"3785",2
"3786",1
"3787",10
"3788",10
"3789",10
"3790",6
"3791",1
"3792",1
"3793",5
"3794",1
"3795",12
"3796",10
"3797",13
"3798",14
"3799",10
"3800",5
"3801",13
"3802",10
"3803",14
"3804",12
"3805",10
"3806",10
"3807",14
"3808",10
"3809",14
"3810",8
"3811",10
"3812",1
"3813",10
"3814",14
"3815",13
"3816",12
"3817",11
"3818",4
"3819",10
"3820",10
"3821",9
"3822",12
"3823",10
"3824",1
"3825",13
"3826",12
"3827",1
"3828",1
"3829",1
"3830",14
"3831",12
"3832",12
"3833",12
"3834",3
"3835",3
"3836",15
"3837",10
"3838",13
"3839",15
"3840",10
"3841",10
"3842",14
"3843",10
"3844",12
"3845",10
"3846",12
"3847",10
"3848",10
"3849",1
"3850",4
"3851",2
"3852",10
"3853",10
"3854",4
"3855",15
"3856",8
"3857",15
"3858",8
"3859",10
"3860",9
"3861",10
"3862",15
"3863",1
"3864",9
"3865",13
"3866",10
"3867",1
"3868",10
"3869",10
"3870",15
"3871",12
"3872",14
"3873",12
"3874",1
"3875",10
"3876",14
"3877",8
"3878",1
"3879",10
"3880",10
"3881",10
"3882",10
"3883",11
"3884",8
"3885",1
"3886",10
"3887",12
"3888",10
"3889",10
"3890",14
"3891",4
"3892",12
"3893",10
"3894",14
"3895",1
"3896",10
"3897",3
"3898",10
"3899",10
"3900",10
"3901",14
"3902",12
"3903",8
"3904",10
"3905",8
"3906",12
"3907",4
"3908",13
"3909",6
"3910",10
"3911",12
"3912",10
"3913",10
"3914",14
"3915",10
"3916",8
"3917",10
"3918",10
"3919",14
"3920",13
"3921",10
"3922",1
"3923",13
"3924",10
"3925",10
"3926",1
"3927",10
"3928",13
"3929",10
"3930",5
"3931",1
"3932",10
"3933",10
"3934",12
"3935",1
"3936",15
"3937",10
"3938",12
"3939",14
"3940",10
"3941",10
"3942",10
"3943",2
"3944",12
"3945",10
"3946",10
"3947",10
"3948",1
"3949",13
"3950",8
"3951",8
"3952",12
"3953",8
"3954",2
"3955",15
"3956",10
"3957",12
"3958",10
"3959",10
"3960",12
"3961",8
"3962",8
"3963",3
"3964",14
"3965",8
"3966",1
"3967",14
"3968",15
"3969",10
"3970",13
"3971",13
"3972",6
"3973",10
"3974",4
"3975",1
"3976",8
"3977",4
"3978",10
"3979",10
"3980",10
"3981",15
"3982",5
"3983",10
"3984",8
"3985",1
"3986",9
"3987",4
"3988",9
"3989",10
"3990",12
"3991",14
"3992",10
"3993",12
"3994",4
"3995",10
"3996",12
"3997",2
"3998",10
"3999",1
"4000",14
"4001",10
"4002",8
"4003",2
"4004",14
"4005",14
"4006",14
"4007",10
"4008",10
"4009",6
"4010",14
"4011",4
"4012",12
"4013",10
"4014",13
"4015",10
"4016",2
"4017",2
"4018",12
"4019",10
"4020",14
"4021",8
"4022",10
"4023",14
"4024",10
"4025",1
"4026",4
"4027",10
"4028",8
"4029",10
"4030",13
"4031",3
"4032",6
"4033",7
"4034",10
"4035",14
"4036",1
"4037",2
"4038",14
"4039",3
"4040",3
"4041",8
"4042",8
"4043",12
"4044",14
"4045",13
"4046",9
"4047",10
"4048",14
"4049",3
"4050",10
"4051",1
"4052",14
"4053",15
"4054",4
"4055",2
"4056",10
"4057",10
"4058",10
"4059",14
"4060",10
"4061",13
"4062",8
"4063",14
"4064",10
"4065",12
"4066",10
"4067",8
"4068",12
"4069",8
"4070",12
"4071",1
"4072",1
"4073",10
"4074",10
"4075",10
"4076",10
"4077",1
"4078",1
"4079",14
"4080",1
"4081",14
"4082",10
"4083",10
"4084",12
"4085",9
"4086",14
"4087",3
"4088",1
"4089",10
"4090",10
"4091",10
"4092",10
"4093",1
"4094",14
"4095",1
"4096",10
"4097",15
"4098",8
"4099",10
"4100",7
"4101",10
"4102",13
"4103",14
"4104",10
"4105",12
"4106",8
"4107",10
"4108",10
"4109",1
"4110",14
"4111",2
"4112",10
"4113",12
"4114",3
"4115",8
"4116",8
"4117",15
"4118",14
"4119",13
"4120",4
"4121",2
"4122",10
"4123",10
"4124",7
"4125",13
"4126",10
"4127",10
"4128",2
"4129",14
"4130",10
"4131",6
"4132",8
"4133",10
"4134",1
"4135",14
"4136",10
"4137",10
"4138",10
"4139",9
"4140",10
"4141",13
"4142",10
"4143",10
"4144",10
"4145",3
"4146",14
"4147",1
"4148",10
"4149",15
"4150",14
"4151",10
"4152",10
"4153",1
"4154",10
"4155",12
"4156",8
"4157",8
"4158",1
"4159",10
"4160",10
"4161",13
"4162",4
"4163",10
"4164",10
"4165",10
"4166",14
"4167",6
"4168",9
"4169",2
"4170",14
"4171",15
"4172",10
"4173",10
"4174",10
"4175",1
"4176",1
"4177",10
"4178",1
"4179",10
"4180",1
"4181",3
"4182",10
"4183",1
"4184",13
"4185",14
"4186",13
"4187",1
"4188",6
"4189",15
"4190",9
"4191",10
"4192",10
"4193",10
"4194",10
"4195",8
"4196",12
"4197",10
"4198",7
"4199",10
"4200",8
"4201",10
"4202",4
"4203",8
"4204",1
"4205",15
"4206",10
"4207",7
"4208",10
"4209",12
"4210",10
"4211",1
"4212",12
"4213",3
"4214",15
"4215",10
"4216",10
"4217",10
"4218",14
"4219",7
"4220",8
"4221",10
"4222",10
"4223",10
"4224",10
"4225",4
"4226",14
"4227",10
"4228",1
"4229",6
"4230",8
"4231",10
"4232",8
"4233",10
"4234",15
"4235",10
"4236",4
"4237",8
"4238",12
"4239",10
"4240",1
"4241",3
"4242",1
"4243",9
"4244",12
"4245",13
"4246",10
"4247",10
"4248",15
"4249",8
"4250",8
"4251",14
"4252",10
"4253",14
"4254",1
"4255",8
"4256",3
"4257",6
"4258",3
"4259",1
"4260",10
"4261",10
"4262",1
"4263",14
"4264",8
"4265",13
"4266",12
"4267",10
"4268",15
"4269",14
"4270",15
"4271",12
"4272",10
"4273",3
"4274",10
"4275",10
"4276",14
"4277",10
"4278",1
"4279",10
"4280",4
"4281",10
"4282",12
"4283",8
"4284",8
"4285",5
"4286",14
"4287",14
"4288",1
"4289",10
"4290",1
"4291",12
"4292",10
"4293",9
"4294",10
"4295",10
"4296",8
"4297",10
"4298",13
"4299",8
"4300",12
"4301",9
"4302",8
"4303",4
"4304",10
"4305",8
"4306",1
"4307",8
"4308",13
"4309",15
"4310",10
"4311",6
"4312",10
"4313",14
"4314",12
"4315",1
"4316",14
"4317",14
"4318",12
"4319",15
"4320",12
"4321",10
"4322",10
"4323",10
"4324",1
"4325",10
"4326",5
"4327",14
"4328",14
"4329",3
"4330",7
"4331",4
"4332",12
"4333",8
"4334",1
"4335",1
"4336",10
"4337",12
"4338",10
"4339",1
"4340",14
"4341",9
"4342",14
"4343",10
"4344",1
"4345",10
"4346",8
"4347",10
"4348",13
"4349",9
"4350",10
"4351",12
"4352",14
"4353",10
"4354",13
"4355",13
"4356",10
"4357",10
"4358",10
"4359",1
"4360",10
"4361",8
"4362",10
"4363",3
"4364",10
"4365",1
"4366",12
"4367",8
"4368",10
"4369",8
"4370",13
"4371",15
"4372",3
"4373",10
"4374",12
"4375",1
"4376",12
"4377",15
"4378",15
"4379",4
"4380",13
"4381",12
"4382",8
"4383",4
"4384",3
"4385",10
"4386",12
"4387",10
"4388",10
"4389",15
"4390",3
"4391",7
"4392",10
"4393",13
"4394",13
"4395",3
"4396",10
"4397",9
