"","x"
"15606",12
"15607",14
"15608",1
"15609",1
"15610",14
"15611",10
"15612",9
"15613",3
"15614",10
"15615",8
"15616",8
"15617",12
"15618",3
"15619",14
"15620",1
"15621",1
"15622",8
"15623",1
"15624",8
"15625",2
"15626",14
"15627",4
"15628",4
"15629",12
"15630",4
"15631",4
"15632",13
"15633",1
"15634",1
"15635",13
"15636",8
"15637",14
"15638",13
"15639",8
"15640",8
"15641",13
"15642",10
"15643",8
"15644",3
"15645",14
"15646",10
"15647",14
"15648",12
"15649",10
"15650",1
"15651",1
"15652",8
"15653",9
"15654",2
"15655",8
"15656",15
"15657",15
"15658",15
"15659",6
"15660",8
"15661",1
"15662",1
"15663",3
"15664",1
"15665",1
"15666",1
"15667",7
"15668",15
"15669",12
"15670",12
"15671",1
"15672",15
"15673",14
"15674",10
"15675",1
"15676",7
"15677",12
"15678",13
"15679",1
"15680",1
"15681",15
"15682",12
"15683",13
"15684",3
"15685",3
"15686",1
"15687",4
"15688",10
"15689",14
"15690",1
"15691",1
"15692",14
"15693",8
"15694",15
"15695",1
"15696",12
"15697",1
"15698",1
"15699",1
"15700",8
"15701",14
"15702",8
"15703",14
"15704",8
"15705",14
"15706",6
"15707",1
"15708",8
"15709",14
"15710",15
"15711",10
"15712",10
"15713",10
"15714",3
"15715",1
"15716",8
"15717",13
"15718",15
"15719",15
"15720",15
"15721",3
"15722",4
"15723",8
"15724",14
"15725",3
"15726",15
"15727",10
"15728",1
"15729",12
"15730",4
"15731",15
"15732",4
"15733",2
"15734",14
"15735",15
"15736",1
"15737",12
"15738",15
"15739",14
"15740",4
"15741",1
"15742",12
"15743",14
"15744",10
"15745",7
"15746",14
"15747",12
"15748",14
"15749",14
"15750",10
"15751",4
"15752",14
"15753",14
"15754",1
"15755",8
"15756",1
"15757",15
"15758",10
"15759",8
"15760",1
"15761",8
"15762",1
"15763",1
"15764",13
"15765",9
"15766",10
"15767",1
"15768",14
"15769",14
"15770",4
"15771",15
"15772",12
"15773",8
"15774",14
"15775",1
"15776",15
"15777",1
"15778",12
"15779",10
"15780",8
"15781",15
"15782",1
"15783",14
"15784",8
"15785",10
"15786",8
"15787",8
"15788",8
"15789",15
"15790",13
"15791",8
"15792",9
"15793",14
"15794",5
"15795",1
"15796",8
"15797",14
"15798",10
"15799",10
"15800",1
"15801",9
"15802",1
"15803",1
"15804",14
"15805",1
"15806",3
"15807",15
"15808",3
"15809",5
"15810",1
"15811",8
"15812",10
"15813",6
"15814",10
"15815",15
"15816",10
"15817",5
"15818",9
"15819",2
"15820",1
"15821",10
"15822",10
"15823",1
"15824",12
"15825",3
"15826",1
"15827",10
"15828",3
"15829",1
"15830",8
"15831",8
"15832",3
"15833",3
"15834",4
"15835",7
"15836",15
"15837",10
"15838",14
"15839",6
"15840",14
"15841",15
"15842",2
"15843",1
"15844",13
"15845",5
"15846",2
"15847",8
"15848",8
"15849",3
"15850",8
"15851",1
"15852",6
"15853",12
"15854",10
"15855",15
"15856",13
"15857",10
"15858",10
"15859",1
"15860",1
"15861",12
"15862",15
"15863",8
"15864",4
"15865",10
"15866",10
"15867",1
"15868",8
"15869",14
"15870",8
"15871",4
"15872",10
"15873",2
"15874",15
"15875",9
"15876",8
"15877",8
"15878",15
"15879",1
"15880",1
"15881",9
"15882",7
"15883",1
"15884",8
"15885",1
"15886",5
"15887",1
"15888",10
"15889",6
"15890",1
"15891",5
"15892",13
"15893",10
"15894",7
"15895",10
"15896",10
"15897",13
"15898",14
"15899",13
"15900",14
"15901",8
"15902",3
"15903",3
"15904",1
"15905",14
"15906",8
"15907",5
"15908",12
"15909",4
"15910",10
"15911",10
"15912",15
"15913",5
"15914",15
"15915",14
"15916",15
"15917",4
"15918",12
"15919",15
"15920",12
"15921",1
"15922",15
"15923",5
"15924",8
"15925",4
"15926",15
"15927",1
"15928",1
"15929",15
"15930",1
"15931",8
"15932",1
"15933",10
"15934",10
"15935",10
"15936",1
"15937",5
"15938",4
"15939",6
"15940",2
"15941",13
"15942",8
"15943",8
"15944",10
"15945",10
"15946",1
"15947",10
"15948",14
"15949",10
"15950",1
"15951",10
"15952",12
"15953",3
"15954",15
"15955",6
"15956",1
"15957",4
"15958",10
"15959",10
"15960",12
"15961",3
"15962",2
"15963",15
"15964",10
"15965",4
"15966",10
"15967",4
"15968",12
"15969",1
"15970",7
"15971",1
"15972",8
"15973",14
"15974",1
"15975",12
"15976",1
"15977",1
"15978",8
"15979",1
"15980",15
"15981",1
"15982",10
"15983",6
"15984",2
"15985",15
"15986",2
"15987",14
"15988",3
"15989",8
"15990",7
"15991",1
"15992",15
"15993",13
"15994",15
"15995",4
"15996",10
"15997",7
"15998",1
"15999",3
"16000",12
"16001",14
"16002",10
"16003",1
"16004",10
"16005",1
"16006",1
"16007",10
"16008",15
"16009",10
"16010",9
"16011",1
"16012",5
"16013",13
"16014",9
"16015",1
"16016",8
"16017",1
"16018",10
"16019",14
"16020",10
"16021",13
"16022",8
"16023",4
"16024",1
"16025",10
"16026",10
"16027",4
"16028",1
"16029",1
"16030",10
"16031",4
"16032",10
"16033",12
"16034",10
"16035",1
"16036",8
"16037",10
"16038",14
"16039",1
"16040",12
"16041",14
"16042",1
"16043",15
"16044",14
"16045",7
"16046",10
"16047",1
"16048",14
"16049",5
"16050",10
"16051",15
"16052",14
"16053",15
"16054",6
"16055",1
"16056",12
"16057",10
"16058",8
"16059",1
"16060",1
"16061",7
"16062",14
"16063",4
"16064",14
"16065",5
"16066",1
"16067",8
"16068",1
"16069",1
"16070",12
"16071",1
"16072",5
"16073",10
"16074",14
"16075",15
"16076",10
"16077",1
"16078",9
"16079",1
"16080",1
"16081",15
"16082",6
"16083",13
"16084",6
"16085",1
"16086",14
"16087",10
"16088",10
"16089",14
"16090",7
"16091",14
"16092",1
"16093",14
"16094",10
"16095",1
"16096",12
"16097",4
"16098",1
"16099",2
"16100",2
"16101",3
"16102",3
"16103",1
"16104",12
"16105",12
"16106",10
"16107",10
"16108",6
"16109",1
"16110",10
"16111",9
"16112",1
"16113",8
"16114",5
"16115",1
"16116",2
"16117",1
"16118",8
"16119",5
"16120",1
"16121",12
"16122",1
"16123",13
"16124",8
"16125",7
"16126",4
"16127",1
"16128",10
"16129",1
"16130",1
"16131",10
"16132",1
"16133",14
"16134",8
"16135",10
"16136",2
"16137",1
"16138",15
"16139",10
"16140",10
"16141",6
"16142",4
"16143",1
"16144",1
"16145",10
"16146",13
"16147",1
"16148",15
"16149",1
"16150",3
"16151",12
"16152",1
"16153",14
"16154",6
"16155",10
"16156",1
"16157",12
"16158",14
"16159",9
"16160",2
"16161",1
"16162",13
"16163",8
"16164",8
"16165",4
"16166",10
"16167",14
"16168",3
"16169",14
"16170",1
"16171",1
"16172",15
"16173",14
"16174",10
"16175",1
"16176",12
"16177",8
"16178",10
"16179",14
"16180",6
"16181",12
"16182",4
"16183",1
"16184",15
"16185",10
"16186",8
"16187",1
"16188",13
"16189",8
"16190",1
"16191",8
"16192",5
"16193",1
"16194",10
"16195",2
"16196",14
"16197",13
"16198",10
"16199",10
"16200",1
"16201",8
"16202",15
"16203",10
"16204",1
"16205",1
"16206",1
"16207",7
"16208",2
"16209",8
"16210",10
"16211",10
"16212",8
"16213",14
"16214",11
"16215",7
"16216",14
"16217",1
"16218",10
"16219",10
"16220",3
"16221",10
"16222",5
"16223",1
"16224",3
"16225",12
"16226",1
"16227",8
"16228",3
"16229",1
"16230",15
"16231",6
"16232",1
"16233",8
"16234",15
"16235",12
"16236",8
"16237",15
"16238",1
"16239",14
"16240",3
"16241",10
"16242",12
"16243",1
"16244",3
"16245",7
"16246",13
"16247",1
"16248",1
"16249",1
"16250",14
"16251",14
"16252",6
"16253",4
"16254",12
"16255",1
"16256",8
"16257",8
"16258",6
"16259",5
"16260",12
"16261",1
"16262",1
"16263",8
"16264",10
"16265",1
"16266",6
"16267",14
"16268",10
"16269",12
"16270",1
"16271",14
"16272",13
"16273",1
"16274",15
"16275",10
"16276",13
"16277",12
"16278",10
"16279",5
"16280",8
"16281",15
"16282",15
"16283",14
"16284",1
"16285",1
"16286",10
"16287",8
"16288",8
"16289",9
"16290",15
"16291",15
"16292",3
"16293",5
"16294",13
"16295",10
"16296",4
"16297",6
"16298",11
"16299",12
"16300",4
"16301",1
"16302",13
"16303",15
"16304",3
"16305",1
"16306",12
"16307",3
"16308",14
"16309",8
"16310",14
"16311",8
"16312",10
"16313",8
"16314",15
"16315",6
"16316",2
"16317",15
"16318",5
"16319",15
"16320",10
"16321",1
"16322",14
"16323",1
"16324",12
"16325",1
"16326",13
"16327",8
"16328",1
"16329",14
"16330",1
"16331",10
"16332",14
"16333",15
"16334",14
"16335",8
"16336",1
"16337",15
"16338",8
"16339",4
"16340",13
"16341",14
"16342",7
"16343",13
"16344",1
"16345",3
"16346",1
"16347",10
"16348",8
"16349",6
"16350",6
"16351",1
"16352",14
"16353",3
"16354",6
"16355",15
"16356",1
"16357",7
"16358",1
"16359",15
"16360",1
"16361",10
"16362",10
"16363",8
"16364",4
"16365",13
"16366",1
"16367",10
"16368",1
"16369",1
"16370",1
"16371",1
"16372",10
"16373",4
"16374",8
"16375",1
"16376",14
"16377",15
"16378",3
"16379",5
"16380",12
"16381",12
"16382",15
"16383",15
"16384",12
"16385",12
"16386",4
"16387",14
"16388",15
"16389",15
"16390",14
"16391",10
"16392",15
"16393",4
"16394",1
"16395",1
"16396",12
"16397",14
"16398",13
"16399",2
"16400",8
"16401",12
"16402",15
"16403",6
"16404",8
"16405",10
"16406",4
"16407",1
"16408",14
"16409",1
"16410",8
"16411",4
"16412",8
"16413",5
"16414",14
"16415",4
"16416",3
"16417",1
"16418",4
"16419",10
"16420",14
"16421",15
"16422",10
"16423",11
"16424",10
"16425",9
"16426",6
"16427",1
"16428",1
"16429",3
"16430",1
"16431",8
"16432",10
"16433",1
"16434",6
"16435",4
"16436",2
"16437",1
"16438",5
"16439",1
"16440",1
"16441",8
"16442",10
"16443",1
"16444",3
"16445",3
"16446",10
"16447",1
"16448",2
"16449",1
"16450",8
"16451",1
"16452",13
"16453",8
"16454",1
"16455",1
"16456",6
"16457",6
"16458",1
"16459",12
"16460",8
"16461",4
"16462",10
"16463",15
"16464",12
"16465",1
"16466",12
"16467",1
"16468",15
"16469",12
"16470",4
"16471",5
"16472",4
"16473",4
"16474",10
"16475",1
"16476",10
"16477",10
"16478",4
"16479",10
"16480",10
"16481",1
"16482",8
"16483",1
"16484",8
"16485",1
"16486",4
"16487",10
"16488",6
"16489",1
"16490",12
"16491",13
"16492",3
"16493",14
"16494",12
"16495",1
"16496",15
"16497",10
"16498",1
"16499",1
"16500",14
"16501",14
"16502",14
"16503",8
"16504",5
"16505",10
"16506",10
"16507",8
"16508",13
"16509",1
"16510",10
"16511",3
"16512",14
"16513",1
"16514",10
"16515",1
"16516",4
"16517",2
"16518",10
"16519",12
"16520",4
"16521",10
"16522",3
"16523",13
"16524",14
"16525",15
"16526",1
"16527",1
"16528",1
"16529",15
"16530",14
"16531",10
"16532",12
"16533",4
"16534",14
"16535",15
"16536",10
"16537",14
"16538",13
"16539",6
"16540",13
"16541",13
"16542",1
"16543",1
"16544",8
"16545",14
"16546",12
"16547",5
"16548",1
"16549",4
"16550",5
"16551",1
"16552",14
"16553",3
"16554",14
"16555",12
"16556",14
"16557",12
"16558",1
"16559",10
"16560",11
"16561",14
"16562",8
"16563",9
"16564",8
"16565",13
"16566",10
"16567",13
"16568",1
"16569",15
"16570",8
"16571",1
"16572",9
"16573",14
"16574",1
"16575",10
"16576",15
"16577",1
"16578",10
"16579",8
"16580",1
"16581",1
"16582",12
"16583",8
"16584",4
"16585",8
"16586",4
"16587",13
"16588",1
"16589",12
"16590",15
"16591",6
"16592",8
"16593",15
"16594",8
"16595",1
"16596",8
"16597",15
"16598",7
"16599",5
"16600",13
"16601",10
"16602",3
"16603",15
"16604",12
"16605",12
"16606",4
"16607",1
"16608",8
"16609",1
"16610",6
"16611",8
"16612",10
"16613",10
"16614",14
"16615",10
"16616",1
"16617",1
"16618",14
"16619",9
"16620",8
"16621",14
"16622",8
"16623",13
"16624",8
"16625",14
"16626",5
"16627",10
"16628",1
"16629",10
"16630",6
"16631",10
"16632",1
"16633",4
"16634",13
"16635",7
"16636",8
"16637",6
"16638",10
"16639",12
"16640",1
"16641",8
"16642",14
"16643",1
"16644",13
"16645",1
"16646",1
"16647",10
"16648",15
"16649",15
"16650",14
"16651",8
"16652",14
"16653",10
"16654",1
"16655",1
"16656",14
"16657",10
"16658",14
"16659",4
"16660",3
"16661",14
"16662",1
"16663",13
"16664",6
"16665",8
"16666",4
"16667",6
"16668",14
"16669",12
"16670",1
"16671",10
"16672",14
"16673",1
"16674",13
"16675",1
"16676",10
"16677",1
"16678",10
"16679",2
"16680",14
"16681",5
"16682",1
"16683",8
"16684",3
"16685",3
"16686",15
"16687",8
"16688",15
"16689",1
"16690",5
"16691",13
"16692",10
"16693",13
"16694",13
"16695",8
"16696",9
"16697",4
"16698",8
"16699",1
"16700",10
"16701",14
"16702",10
"16703",9
"16704",15
"16705",1
"16706",10
"16707",3
"16708",1
"16709",8
"16710",15
"16711",15
"16712",12
"16713",14
"16714",8
"16715",1
"16716",3
"16717",8
"16718",14
"16719",6
"16720",10
"16721",3
"16722",5
"16723",1
"16724",8
"16725",12
"16726",8
"16727",1
"16728",15
"16729",10
"16730",10
"16731",14
"16732",7
"16733",14
"16734",8
"16735",8
"16736",1
"16737",14
"16738",2
"16739",4
"16740",1
"16741",14
"16742",8
"16743",14
"16744",10
"16745",14
"16746",4
"16747",14
"16748",12
"16749",12
"16750",1
"16751",4
"16752",8
"16753",2
"16754",1
"16755",3
"16756",1
"16757",8
"16758",10
"16759",8
"16760",1
"16761",10
"16762",15
"16763",2
"16764",14
"16765",13
"16766",10
"16767",11
"16768",9
"16769",12
"16770",4
"16771",8
"16772",15
"16773",10
"16774",10
"16775",10
"16776",10
"16777",1
"16778",3
"16779",10
"16780",12
"16781",1
"16782",14
"16783",1
"16784",15
"16785",1
"16786",6
"16787",4
"16788",8
"16789",1
"16790",14
"16791",14
"16792",10
"16793",10
"16794",12
"16795",10
"16796",15
"16797",10
"16798",1
"16799",10
"16800",10
"16801",12
"16802",1
"16803",14
"16804",15
"16805",1
"16806",14
"16807",1
"16808",15
"16809",1
"16810",1
"16811",13
"16812",3
"16813",14
"16814",1
"16815",8
"16816",1
"16817",12
"16818",5
"16819",8
"16820",10
"16821",14
"16822",14
"16823",13
"16824",11
"16825",12
"16826",1
"16827",8
"16828",2
"16829",12
"16830",14
"16831",10
"16832",10
"16833",1
"16834",1
"16835",1
"16836",4
"16837",1
"16838",13
"16839",13
"16840",14
"16841",7
"16842",3
"16843",1
"16844",10
"16845",1
"16846",10
"16847",7
"16848",14
"16849",15
"16850",10
"16851",3
"16852",14
"16853",1
"16854",1
"16855",1
"16856",9
"16857",12
"16858",14
"16859",10
"16860",10
"16861",10
"16862",8
"16863",1
"16864",7
"16865",5
"16866",7
"16867",1
"16868",1
"16869",12
"16870",8
"16871",14
"16872",12
"16873",10
"16874",8
"16875",10
"16876",14
"16877",6
"16878",10
"16879",1
"16880",3
"16881",7
"16882",14
"16883",1
"16884",6
"16885",14
"16886",14
"16887",10
"16888",4
"16889",8
"16890",5
"16891",4
"16892",12
"16893",8
"16894",1
"16895",3
"16896",8
"16897",13
"16898",1
"16899",7
"16900",14
"16901",1
"16902",1
"16903",9
"16904",4
"16905",8
"16906",6
"16907",8
"16908",12
"16909",7
"16910",10
"16911",14
"16912",8
"16913",1
"16914",4
"16915",3
"16916",10
"16917",1
"16918",1
"16919",2
"16920",12
"16921",14
"16922",14
"16923",13
"16924",14
"16925",6
"16926",10
"16927",10
"16928",1
"16929",15
"16930",10
"16931",1
"16932",8
"16933",14
"16934",10
"16935",10
"16936",10
"16937",12
"16938",10
"16939",1
"16940",10
"16941",10
"16942",12
"16943",9
"16944",14
"16945",13
"16946",2
"16947",4
"16948",4
"16949",8
"16950",6
"16951",4
"16952",3
"16953",3
"16954",8
"16955",8
"16956",10
"16957",1
"16958",10
"16959",13
"16960",8
"16961",2
"16962",1
"16963",13
"16964",4
"16965",8
"16966",3
"16967",9
"16968",3
"16969",7
"16970",1
"16971",8
"16972",3
"16973",8
"16974",13
"16975",3
"16976",14
"16977",10
"16978",1
"16979",9
"16980",1
"16981",8
"16982",14
"16983",12
"16984",10
"16985",15
"16986",12
"16987",1
"16988",15
"16989",10
"16990",8
"16991",10
"16992",12
"16993",15
"16994",10
"16995",13
"16996",10
"16997",7
"16998",8
"16999",8
"17000",10
"17001",7
"17002",15
"17003",15
"17004",4
"17005",8
"17006",3
"17007",1
"17008",3
"17009",14
"17010",10
"17011",8
"17012",13
"17013",3
"17014",8
"17015",14
"17016",14
"17017",1
"17018",15
"17019",1
"17020",1
"17021",8
"17022",3
"17023",3
"17024",4
"17025",8
"17026",13
"17027",8
"17028",10
"17029",10
"17030",12
"17031",6
"17032",13
"17033",8
"17034",1
"17035",12
"17036",14
"17037",14
"17038",1
"17039",15
"17040",10
"17041",15
"17042",13
"17043",13
"17044",12
"17045",12
"17046",15
"17047",15
"17048",9
"17049",8
"17050",3
"17051",10
"17052",14
"17053",14
"17054",3
"17055",15
"17056",12
"17057",10
"17058",10
"17059",3
"17060",1
"17061",1
"17062",8
"17063",2
"17064",15
"17065",12
"17066",4
"17067",10
"17068",15
"17069",10
"17070",13
"17071",14
"17072",1
"17073",15
"17074",15
"17075",9
"17076",2
"17077",1
"17078",3
"17079",1
"17080",1
"17081",10
"17082",15
"17083",8
"17084",8
"17085",4
"17086",1
"17087",13
"17088",15
"17089",3
"17090",15
"17091",4
"17092",6
"17093",7
"17094",10
"17095",10
"17096",14
"17097",10
"17098",10
"17099",2
"17100",14
"17101",3
"17102",1
"17103",10
"17104",1
"17105",5
"17106",1
"17107",4
"17108",15
"17109",8
"17110",10
"17111",14
"17112",12
"17113",3
"17114",10
"17115",5
"17116",4
"17117",1
"17118",14
"17119",14
"17120",8
"17121",8
"17122",1
"17123",3
"17124",1
"17125",15
"17126",7
"17127",10
"17128",14
"17129",1
"17130",12
"17131",1
"17132",13
"17133",8
"17134",1
"17135",14
"17136",1
"17137",10
"17138",10
"17139",10
"17140",8
"17141",1
"17142",1
"17143",15
"17144",1
"17145",12
"17146",10
"17147",10
"17148",8
"17149",3
"17150",2
"17151",14
"17152",12
"17153",3
"17154",7
"17155",12
"17156",13
"17157",8
"17158",8
"17159",14
"17160",1
"17161",10
"17162",15
"17163",1
"17164",13
"17165",10
"17166",1
"17167",10
"17168",14
"17169",8
"17170",13
"17171",10
"17172",1
"17173",12
"17174",10
"17175",1
"17176",1
"17177",13
"17178",10
"17179",13
"17180",4
"17181",3
"17182",14
"17183",15
"17184",1
"17185",10
"17186",10
"17187",1
"17188",12
"17189",1
"17190",4
"17191",8
"17192",15
"17193",13
"17194",10
"17195",12
"17196",14
"17197",4
"17198",1
"17199",1
"17200",1
"17201",10
"17202",1
"17203",12
"17204",1
"17205",15
"17206",9
"17207",10
"17208",1
"17209",13
"17210",14
"17211",9
"17212",10
"17213",1
"17214",4
"17215",4
"17216",9
"17217",8
"17218",14
"17219",14
"17220",10
"17221",1
"17222",10
"17223",1
"17224",10
"17225",4
"17226",10
"17227",8
"17228",1
"17229",10
"17230",8
"17231",14
"17232",10
"17233",13
"17234",14
"17235",9
"17236",10
"17237",10
"17238",1
"17239",10
"17240",13
"17241",14
"17242",10
"17243",1
"17244",3
"17245",8
"17246",8
"17247",1
"17248",3
"17249",10
"17250",8
"17251",1
"17252",1
"17253",10
"17254",7
"17255",8
"17256",14
"17257",15
"17258",12
"17259",12
"17260",14
"17261",3
"17262",10
"17263",1
"17264",14
"17265",9
"17266",1
"17267",10
"17268",13
"17269",12
"17270",10
"17271",8
"17272",1
"17273",6
"17274",10
"17275",5
"17276",10
"17277",2
"17278",10
"17279",10
"17280",1
"17281",12
"17282",8
"17283",14
"17284",10
"17285",14
"17286",10
"17287",8
"17288",12
"17289",10
"17290",3
"17291",6
"17292",8
"17293",12
"17294",10
"17295",12
"17296",14
"17297",1
"17298",4
"17299",10
"17300",8
"17301",1
"17302",8
"17303",5
"17304",6
"17305",1
"17306",1
"17307",2
"17308",1
"17309",12
"17310",10
"17311",4
"17312",14
"17313",9
"17314",14
"17315",8
"17316",14
"17317",15
"17318",10
"17319",1
"17320",4
"17321",9
"17322",7
"17323",1
"17324",4
"17325",10
"17326",8
"17327",4
"17328",13
"17329",10
"17330",14
"17331",12
"17332",8
"17333",1
"17334",10
"17335",1
"17336",14
"17337",1
"17338",8
"17339",3
"17340",10
"17341",6
"17342",15
"17343",8
"17344",1
"17345",13
"17346",6
"17347",10
"17348",4
"17349",6
"17350",10
"17351",14
"17352",10
"17353",15
"17354",15
"17355",3
"17356",13
"17357",8
"17358",1
"17359",3
"17360",8
"17361",1
"17362",1
"17363",1
"17364",10
"17365",4
"17366",2
"17367",9
"17368",8
"17369",14
"17370",13
"17371",4
"17372",3
"17373",13
"17374",14
"17375",10
"17376",8
"17377",10
"17378",3
"17379",4
"17380",1
"17381",2
"17382",3
"17383",14
"17384",1
"17385",12
"17386",14
"17387",15
"17388",13
"17389",8
"17390",1
"17391",1
"17392",3
"17393",4
"17394",10
"17395",15
"17396",8
"17397",10
"17398",10
"17399",4
"17400",1
"17401",9
"17402",1
"17403",14
"17404",8
"17405",10
"17406",8
"17407",5
"17408",8
"17409",9
"17410",6
"17411",1
"17412",5
"17413",6
"17414",3
"17415",8
"17416",1
"17417",10
"17418",14
"17419",3
"17420",11
"17421",3
"17422",8
"17423",13
"17424",10
"17425",15
"17426",12
"17427",10
"17428",4
"17429",10
"17430",9
"17431",1
"17432",2
"17433",14
"17434",8
"17435",8
"17436",1
"17437",8
"17438",10
"17439",3
"17440",10
"17441",1
"17442",6
"17443",1
"17444",8
"17445",10
"17446",3
"17447",3
"17448",12
"17449",10
"17450",8
"17451",12
"17452",8
"17453",12
"17454",10
"17455",8
"17456",10
"17457",12
"17458",8
"17459",14
"17460",13
"17461",4
"17462",1
"17463",13
"17464",10
"17465",1
"17466",6
"17467",1
"17468",3
"17469",9
"17470",13
"17471",14
"17472",15
"17473",12
"17474",12
"17475",12
"17476",3
"17477",14
"17478",4
"17479",8
"17480",8
"17481",10
"17482",10
"17483",14
"17484",1
"17485",8
"17486",15
"17487",8
"17488",12
"17489",10
"17490",4
"17491",14
"17492",10
"17493",12
"17494",1
"17495",8
"17496",13
"17497",6
"17498",2
"17499",4
"17500",10
"17501",10
"17502",12
"17503",4
"17504",3
"17505",10
"17506",1
"17507",8
"17508",11
"17509",13
"17510",12
"17511",8
"17512",1
"17513",10
"17514",3
"17515",8
"17516",13
"17517",13
"17518",13
"17519",9
"17520",12
"17521",4
"17522",12
"17523",14
"17524",8
"17525",15
"17526",3
"17527",12
"17528",8
"17529",8
"17530",1
"17531",4
"17532",5
"17533",2
"17534",5
"17535",1
"17536",10
"17537",10
"17538",1
"17539",10
"17540",8
"17541",8
"17542",1
"17543",9
"17544",4
"17545",8
"17546",1
"17547",12
"17548",10
"17549",13
"17550",14
"17551",3
"17552",3
"17553",14
"17554",14
"17555",1
"17556",14
"17557",14
"17558",4
"17559",12
"17560",1
"17561",8
"17562",4
"17563",13
"17564",8
"17565",14
"17566",10
"17567",2
"17568",1
"17569",14
"17570",1
"17571",4
"17572",13
"17573",1
"17574",4
"17575",12
"17576",10
"17577",8
"17578",12
"17579",14
"17580",10
"17581",10
"17582",15
"17583",6
"17584",10
"17585",3
"17586",8
"17587",8
"17588",8
"17589",10
"17590",10
"17591",14
"17592",2
"17593",8
"17594",10
"17595",12
"17596",3
"17597",15
"17598",12
"17599",13
"17600",10
"17601",10
"17602",15
"17603",6
"17604",13
"17605",8
"17606",8
"17607",1
"17608",14
"17609",10
"17610",14
"17611",15
"17612",11
"17613",10
"17614",1
"17615",10
"17616",10
"17617",14
"17618",10
"17619",10
"17620",12
"17621",10
"17622",12
"17623",1
"17624",12
"17625",1
"17626",6
"17627",14
"17628",10
"17629",8
"17630",8
"17631",1
"17632",8
"17633",10
"17634",10
"17635",3
"17636",15
"17637",14
"17638",10
"17639",3
"17640",14
"17641",2
"17642",1
"17643",10
"17644",1
"17645",8
"17646",12
"17647",14
"17648",10
"17649",14
"17650",14
"17651",4
"17652",5
"17653",14
"17654",15
"17655",1
"17656",5
"17657",1
"17658",10
"17659",6
"17660",1
"17661",2
"17662",12
"17663",6
"17664",4
"17665",4
"17666",1
"17667",12
"17668",1
"17669",10
"17670",10
"17671",8
"17672",8
"17673",8
"17674",1
"17675",14
"17676",12
"17677",1
"17678",1
"17679",10
"17680",8
"17681",8
"17682",10
"17683",10
"17684",6
"17685",12
"17686",13
"17687",10
"17688",3
"17689",10
"17690",12
"17691",14
"17692",10
"17693",1
"17694",1
"17695",9
"17696",15
"17697",1
"17698",10
"17699",9
"17700",1
"17701",8
"17702",15
"17703",6
"17704",14
"17705",14
"17706",12
"17707",8
"17708",13
"17709",1
"17710",8
"17711",1
"17712",1
"17713",12
"17714",6
"17715",6
"17716",12
"17717",10
"17718",12
"17719",1
"17720",8
"17721",14
"17722",1
"17723",10
"17724",3
"17725",15
"17726",3
"17727",8
"17728",8
"17729",8
"17730",8
"17731",10
"17732",14
"17733",1
"17734",14
"17735",10
"17736",13
"17737",8
"17738",14
"17739",10
"17740",9
"17741",1
"17742",15
"17743",8
"17744",8
"17745",15
"17746",8
"17747",10
"17748",15
"17749",10
"17750",8
"17751",5
"17752",8
"17753",1
"17754",12
"17755",10
"17756",1
"17757",12
"17758",10
"17759",13
"17760",9
"17761",1
"17762",10
"17763",1
"17764",3
"17765",1
"17766",10
"17767",14
"17768",10
"17769",2
"17770",10
"17771",4
"17772",2
"17773",9
"17774",10
"17775",10
"17776",12
"17777",4
"17778",3
"17779",1
"17780",9
"17781",10
"17782",8
"17783",1
"17784",4
"17785",1
"17786",14
"17787",1
"17788",2
"17789",8
"17790",14
"17791",8
"17792",15
"17793",1
"17794",4
"17795",5
"17796",4
"17797",4
"17798",6
"17799",3
"17800",1
"17801",12
"17802",13
"17803",4
"17804",8
"17805",8
"17806",10
"17807",10
"17808",13
"17809",7
"17810",1
"17811",15
"17812",14
"17813",15
"17814",14
"17815",2
"17816",14
"17817",4
"17818",12
"17819",7
"17820",10
"17821",4
"17822",10
"17823",6
"17824",14
"17825",14
"17826",1
"17827",4
"17828",13
"17829",10
"17830",14
"17831",14
"17832",12
"17833",8
"17834",6
"17835",14
"17836",3
"17837",1
"17838",14
"17839",15
"17840",8
"17841",2
"17842",3
"17843",4
"17844",10
"17845",12
"17846",14
"17847",1
"17848",10
"17849",9
"17850",8
"17851",1
"17852",8
"17853",10
"17854",1
"17855",15
"17856",10
"17857",12
"17858",4
"17859",15
"17860",3
"17861",13
"17862",8
"17863",4
"17864",8
"17865",15
"17866",12
"17867",9
"17868",8
"17869",10
"17870",1
"17871",10
"17872",1
"17873",1
"17874",8
"17875",4
"17876",14
"17877",3
"17878",13
"17879",1
"17880",8
"17881",10
"17882",12
"17883",10
"17884",4
"17885",8
"17886",1
"17887",9
"17888",8
"17889",10
"17890",1
"17891",15
"17892",10
"17893",15
"17894",14
"17895",3
"17896",14
"17897",1
"17898",12
"17899",1
"17900",3
"17901",1
"17902",13
"17903",10
"17904",10
"17905",1
"17906",10
"17907",2
"17908",1
"17909",12
"17910",6
"17911",1
"17912",13
"17913",1
"17914",12
"17915",15
"17916",15
"17917",4
"17918",1
"17919",8
"17920",10
"17921",4
"17922",8
"17923",15
"17924",12
"17925",10
"17926",1
"17927",14
"17928",1
"17929",12
"17930",10
"17931",10
"17932",13
"17933",10
"17934",12
"17935",13
"17936",8
"17937",1
